№;Город;Площадь м2;Год;Этажей;Адрес;Ссылка;result;postal_code;city_district;street_type_full;street;house_fias_id;house_kladr_id;house_cadnum;house_type_full;house;block_type_full;block;geo_lat;geo_lon
744;Магнитогорск;2297.8;1959;4;пр-кт Карла Маркса, 56;/chelyabinskaya-oblast/magnitogorsk/363548;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 56;455000;Ленинский;проспект;Карла Маркса;d9acd348-1d04-4ab1-94b3-991f49f4cac1;7400000900001370088;;дом;56;;;53.4191494;58.9791455
745;Магнитогорск;5888.8;1958;5;пр-кт Карла Маркса, 57 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363549;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 57 к 1;455023;Ленинский;проспект;Карла Маркса;330a3395-e565-458f-9fc7-819a560803ab;7400000900001370042;;дом;57;корпус;1;53.4161786;58.980211
746;Магнитогорск;2500.5;1959;5;пр-кт Карла Маркса, 58;/chelyabinskaya-oblast/magnitogorsk/363550;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 58;455000;Ленинский;проспект;Карла Маркса;2d3b1668-a705-4847-8227-fa88a89fcb17;7400000900001370089;;дом;58;;;53.418724;58.979034
747;Магнитогорск;3176.7;1958;5;пр-кт Карла Маркса, 59;/chelyabinskaya-oblast/magnitogorsk/363551;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 59;455023;Ленинский;проспект;Карла Маркса;d3aae027-3575-41bc-9715-14eace63eb3d;7400000900001370043;74:33:0129008:207;дом;59;;;53.416405;58.978755
748;Магнитогорск;2100.6;1959;4;пр-кт Карла Маркса, 60;/chelyabinskaya-oblast/magnitogorsk/363552;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 60;455000;Ленинский;проспект;Карла Маркса;1d85de20-26a1-4afb-8700-6bc081593629;7400000900001370091;74:33:0129001:209;дом;60;;;53.4182441;58.9791577
749;Магнитогорск;4257.78;1958;5;пр-кт Карла Маркса, 61 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363554;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 61 к 1;455023;Ленинский;проспект;Карла Маркса;4c23298a-de04-4c93-aee8-afcbcf36ef47;7400000900001370045;;дом;61;корпус;1;53.4159243;58.9785845
750;Магнитогорск;2642.3;1958;5;пр-кт Карла Маркса, 61;/chelyabinskaya-oblast/magnitogorsk/363553;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 61;455023;Ленинский;проспект;Карла Маркса;1fa811dc-8d8c-43cb-b0f7-09f5d459c174;7400000900001370044;;дом;61;;;53.415831;58.978459
751;Магнитогорск;2489.12;1963;5;пр-кт Карла Маркса, 62;/chelyabinskaya-oblast/magnitogorsk/924522;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 62;455000;Ленинский;проспект;Карла Маркса;1c5f24da-f743-41cd-824b-a5a2808d1d2a;7400000900001370092;74:33:0129008:171;дом;62;;;53.41742;58.978683
752;Магнитогорск;7502.4;1958;5;пр-кт Карла Маркса, 63 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363557;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 63 к 1;455023;Ленинский;проспект;Карла Маркса;3e06dbb7-6f9b-48e7-886b-485fbdff2b84;7400000900001370047;;дом;63;корпус;1;53.4149495;58.9785125
753;Магнитогорск;5077.7;1958;5;пр-кт Карла Маркса, 63;/chelyabinskaya-oblast/magnitogorsk/363556;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 63;455023;Ленинский;проспект;Карла Маркса;0226c271-c2c4-4cce-a6b3-89cb5dd5dcfc;7400000900001370046;;дом;63;;;53.414908;58.978486
754;Магнитогорск;3217.8;1963;5;пр-кт Карла Маркса, 64;/chelyabinskaya-oblast/magnitogorsk/363558;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 64;455000;Ленинский;проспект;Карла Маркса;71f968ae-346a-4b27-9506-8a0f67361614;7400000900001370093;;дом;64;;;53.4168916;58.9783896
755;Магнитогорск;4180.2;1963;5;пр-кт Карла Маркса, 64 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363559;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 64 к 1;455000;Ленинский;проспект;Карла Маркса;4677b2de-33a6-42ac-ab7f-6bec20788e1f;7400000900001370094;;дом;64;корпус;1;53.4170502;58.9782791
756;Магнитогорск;1641;1961;5;пр-кт Карла Маркса, 65;/chelyabinskaya-oblast/magnitogorsk/363560;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 65;455023;Ленинский;проспект;Карла Маркса;b9ed4003-9c62-4844-8f9d-4de6adf13428;7400000900001370048;74:33:0129008:222;дом;65;;;53.4143571;58.9785823
757;Магнитогорск;2582.4;1958;5;пр-кт Карла Маркса, 67 корпус 2;/chelyabinskaya-oblast/magnitogorsk/363563;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 67 к 2;455023;Ленинский;проспект;Карла Маркса;3e93505f-9a01-40d6-9c99-f19a05ec047b;7400000900001370051;;дом;67;корпус;2;53.4139372;58.9784558
758;Магнитогорск;3055.1;1958;5;пр-кт Карла Маркса, 67 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363562;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 67 к 1;455023;Ленинский;проспект;Карла Маркса;c07409e1-0161-4175-a5c2-82701660a301;7400000900001370050;;дом;67;корпус;1;53.4139447;58.9802112
759;Магнитогорск;1967.9;1959;5;пр-кт Карла Маркса, 67;/chelyabinskaya-oblast/magnitogorsk/363561;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 67;455023;Ленинский;проспект;Карла Маркса;2bfa7470-189e-4181-bad9-3000675eb878;7400000900001370049;;дом;67;;;53.413969;58.978477
760;Магнитогорск;3190.1;1963;5;пр-кт Карла Маркса, 68;/chelyabinskaya-oblast/magnitogorsk/363564;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 68;455000;Ленинский;проспект;Карла Маркса;9ad67798-1452-49c5-b843-39d9fb4de6db;7400000900001370096;;дом;68;;;53.415971;58.977614
761;Магнитогорск;2735;1963;5;пр-кт Карла Маркса, 70;/chelyabinskaya-oblast/magnitogorsk/363565;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 70;455000;Ленинский;проспект;Карла Маркса;1239f278-2c9c-4a9f-bf8e-73f7063b567d;7400000900001370097;;дом;70;;;53.415713;58.976824
762;Магнитогорск;4418.6;1958;5;пр-кт Карла Маркса, 71 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363567;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 71 к 1;455023;Ленинский;проспект;Карла Маркса;f267ace5-d3bd-479e-9168-403268fc353f;7400000900001370055;74:33:0129008:204;дом;71;корпус;1;53.4132999;58.9800452
763;Магнитогорск;1961.3;1959;5;пр-кт Карла Маркса, 71;/chelyabinskaya-oblast/magnitogorsk/363566;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 71;455023;Ленинский;проспект;Карла Маркса;79e9c498-5da4-41ff-97f7-f0c691c2262e;7400000900001370054;74:33:0129008:198;дом;71;;;53.412965;58.978486
764;Магнитогорск;3094.8;1959;5;пр-кт Карла Маркса, 71 корпус 2;/chelyabinskaya-oblast/magnitogorsk/363568;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 71 к 2;455023;Ленинский;проспект;Карла Маркса;f06a4d71-0e6d-4f5a-ab77-715bee1dfc57;7400000900001370056;;дом;71;корпус;2;53.4129062;58.9792707
765;Магнитогорск;3321.6;1963;5;пр-кт Карла Маркса, 72;/chelyabinskaya-oblast/magnitogorsk/363569;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 72;455000;Ленинский;проспект;Карла Маркса;540ff54e-1807-4892-a018-46e008487a14;7400000900001370098;;дом;72;;;53.416121;58.976456
766;Магнитогорск;2661.2;1959;5;пр-кт Карла Маркса, 73 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363571;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 73 к 1;455023;Ленинский;проспект;Карла Маркса;01e2bf52-dc5d-4c98-b210-ed4ea2febc4a;7400000900001370058;;дом;73;корпус;1;53.4124218;58.9801234
767;Магнитогорск;1916.6;1961;5;пр-кт Карла Маркса, 73;/chelyabinskaya-oblast/magnitogorsk/363570;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 73;455023;Ленинский;проспект;Карла Маркса;39c04d56-dac0-447b-9ba0-6e096a2a759e;7400000900001370057;;дом;73;;;53.4126139;58.9786703
768;Магнитогорск;3795.6;1959;5;пр-кт Карла Маркса, 75;/chelyabinskaya-oblast/magnitogorsk/363572;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 75;455023;Ленинский;проспект;Карла Маркса;11261bf1-f07f-4c93-aebb-be4a64677c8d;7400000900001370059;;дом;75;;;53.412107;58.978477
769;Магнитогорск;2337.4;1961;4;пр-кт Карла Маркса, 76;/chelyabinskaya-oblast/magnitogorsk/363573;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 76;455023;Ленинский;проспект;Карла Маркса;34517562-c8d4-448c-ae8c-b339f13f1ebc;7400000900001370099;;дом;76;;;53.4141287;58.9769065
770;Магнитогорск;2498.9;1960;5;пр-кт Карла Маркса, 78 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363575;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 78 к 1;455023;Ленинский;проспект;Карла Маркса;11048532-2672-403c-98fe-d89b66d1c57f;7400000900001370101;;дом;78;корпус;1;53.4139323;58.9777661
771;Магнитогорск;2784.7;1960;5;пр-кт Карла Маркса, 78;/chelyabinskaya-oblast/magnitogorsk/363574;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 78;455023;Ленинский;проспект;Карла Маркса;19de575e-2e4d-424d-836d-ad320f894aa9;7400000900001370100;;дом;78;;;53.4139447;58.9776967
772;Магнитогорск;2966.4;1959;5;пр-кт Карла Маркса, 80;/chelyabinskaya-oblast/magnitogorsk/363576;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 80;455023;Ленинский;проспект;Карла Маркса;541851b9-9faf-4a5b-85c9-d2dec9ea8561;7400000900001370102;;дом;80;;;53.413132;58.977686
773;Магнитогорск;4521.7;1971;5;пр-кт Карла Маркса, 81;/chelyabinskaya-oblast/magnitogorsk/820657;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 81;455044;Правобережный;проспект;Карла Маркса;7b8a7db3-909b-4262-8d27-9c56673e07bd;7400000900001370170;74:33:0213002:374;дом;81;;;53.408596;58.978567
774;Магнитогорск;3551.8;1960;5;пр-кт Карла Маркса, 82 корпус 2;/chelyabinskaya-oblast/magnitogorsk/363579;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 82 к 2;455023;Ленинский;проспект;Карла Маркса;5896e365-1b32-4602-b95e-ada0e5272c6d;7400000900001370105;74:33:0129008:206;дом;82;корпус;2;53.4125128;58.9768602
775;Магнитогорск;3784.8;1960;5;пр-кт Карла Маркса, 82 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363578;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 82 к 1;455023;Ленинский;проспект;Карла Маркса;f57f0699-3da1-484a-a844-ea2354ba0ba9;7400000900001370104;;дом;82;корпус;1;53.412901;58.9768922
776;Магнитогорск;4007.5;1960;5;пр-кт Карла Маркса, 82;/chelyabinskaya-oblast/magnitogorsk/363577;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 82;455023;Ленинский;проспект;Карла Маркса;c4259951-48f5-469e-8c82-e611a90a5dde;7400000900001370103;;дом;82;;;53.41208;58.977686
777;Магнитогорск;3192.3;1960;5;пр-кт Карла Маркса, 88 корпус 1;/chelyabinskaya-oblast/magnitogorsk/334842;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 88 к 1;455026;Правобережный;проспект;Карла Маркса;5cbaf81c-2806-4c91-95c4-a6ec90de809b;7400000900001370241;;дом;88;корпус;1;53.4102931;58.9776018
778;Магнитогорск;3238.4;1961;5;пр-кт Карла Маркса, 88;/chelyabinskaya-oblast/magnitogorsk/334841;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 88;455026;Правобережный;проспект;Карла Маркса;fc718052-9dbe-419d-a1ad-5f3738213e01;7400000900001370240;74:33:0213001:190;дом;88;;;53.4103659;58.97769
779;Магнитогорск;4114.3;1981;6;пр-кт Карла Маркса, 89;/chelyabinskaya-oblast/magnitogorsk/334843;Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 89;455044;Правобережный;проспект;Карла Маркса;d874ae5d-59dd-4d2c-b149-5f7d7446bdc5;7400000900001370171;;дом;89;;;53.405746;58.978953
